ID,Name,2019 Revenue,2019 Expenses,2019 Profit,2019 Growth %,2018 Revenue,2018 Expenses,2018 Profit,2018 Growth %,2017 Revenue,2017 Expenses,2017 Profit,Industry,Description,Employees,State,City,Metro Area,Year Founded,Total Growth %,Avg Revenue (2017-2019),Avg Expenses (2017-2019),Avg Profit (2017-2019),Company Founded Longevity,Growth rate in Last 3 Years in %,Admin Spend (2019) Ratio,Marketing & Sales Spend (2019) Ratio,R&D Spend (2019) Ratio,Admin Spend (2019),Marketing & Sales Spend (2019),R&D Spend (2019),Result
66,Tambase,10141817.38,2394135.28,7747682.1,4.27,1923163,468269.02,1454893.98,4.25,366316.76,68357.66,297959.1,Software,Provides enterprise application licensing and a range of IT consulting services to mid-sized businesses.,29,AZ,Scottsdale,Phoenix,2014,26.69,4143765.71,976920.65,3166845.06,6,13.345,0.2663,0.3423,0.3914,637558.225,819512.506,937064.549,0
67,Georedfase,8165222.36,810126.13,7355096.24,4.87,1391728,111039.67,1280688.33,4.08,273962.2,16756.73,257205.47,IT Services,Provides IT consulting and system integration services to organizations with challenging technology initiatives.,19,VA,Vienna,"Washington, DC",2012,28.8,3276970.85,312640.84,2964330.01,8,14.4,0.163,0.3163,0.5207,132050.559,256242.895,421832.676,0
68,Konktraxbam,12504779.59,4682545.07,7822234.52,4.06,2471295,915290.7,1556004.3,4.39,458496.29,156076.66,302419.63,Software,"Provides a suite of customer loyalty, sales, and marketing software products for business of all kinds and sizes. Its core offerings are Rider Rewards and the Let's Buy Local mobile app.",3,WI,Franklin,"Milwaukee-Waukesha-West Allis, WI",2015,26.27,5144856.96,1917970.81,3226886.15,5,13.135,0.2978,0.2837,0.4185,1394461.922,1328438.036,1959645.112,0
69,Stanquote,10421179.61,374815.55,10046364.06,4.3,1967822,63250.03,1904571.97,4.57,353289.41,13348.94,339940.47,IT Services,"Offers technology consulting, IT staffing, Web design, custom apps, and data services for clients ranging from small local businesses to major corporations.",133,IL,Des Plaines,Chicago,2015,28.5,4247430.34,150471.51,4096958.83,5,14.25,0.1728,0.3497,0.4775,64768.127,131072.998,178974.425,1
70,Lexiholding,6595798.2,4917351.44,1678446.76,4.95,1108284,609377.66,498906.34,4.06,219028.46,162705.43,56323.03,Health,"Specializes in the placement of physical, occupational, and speech therapists to schools, hospitals, clinics, skilled nursing facilities, home health clients, and teletherapy services.",10,CA,Newport Beach,Los Angeles,2015,29.11,2641036.89,1896478.18,744558.71,5,14.555,0.2011,0.2137,0.5852,988879.375,1050838.003,2877634.063,0
71,Incon,12433990.84,1149020.18,11284970.65,3.61,2694461,266690.46,2427770.54,3.57,589597.59,64572.39,525025.2,Food & Beverage,"Operates a healthy-eating restaurant chain that specializes in custom-made salads, healthy and hearty soups, and a wide range of sandwiches. The Big Salad connects with customers in a light and encouraging way through its human and often funny social media initiatives.",75,MI,Grosse Pointe Farms,Detroit,2014,20.09,5239349.81,493427.68,4745922.13,6,10.045,0.1719,0.3144,0.5137,197516.569,361251.945,590251.666,1
72,Inconduo,8822676.62,714458.56,8108218.06,2.98,2219506,173749.59,2045756.41,2.54,626979.1,128540.03,498439.07,Engineering,Designs plans for educational institutions to reach their campus sustainability and energy management goals.,27,MA,Watertown,Boston,2016,13.07,3889720.57,338916.06,3550804.51,4,6.535,0.2776,0.2924,0.43,198333.696,208907.683,307217.181,0
73,Mediahex,9772570.02,3685640.13,6086929.89,4.6,1745387,573136.49,1172250.51,3.17,418558.03,178160,240398.03,IT Services,"An enterprise consulting services provider specializing in services that automate IT management and workflow across the desktop, datacenter, and cloud.",29,TX,Houston,Houston,2009,22.35,3978838.35,1478978.87,2499859.48,11,11.175,0.2691,0.246,0.4849,991805.759,906667.472,1787166.899,0
74,Triojob,7403632.88,667051.04,6736581.85,2.87,1915218,255029.37,1660188.63,2.54,541022.03,84395.04,456626.99,Financial Services,"Provides technology, service and and a competitive (wholesale) price to merchants accepting MasterCard, Visa, Discover, and American Express as forms of payment.",33,TX,Dallas,Dallas,2015,12.68,3286624.3,335491.82,2951132.49,5,6.34,0.2163,0.3166,0.4671,144283.14,211188.359,311579.541,0
75,Quadice,5627074.1,1693553.34,3933520.76,6.2,782062,312897.81,469164.19,5.09,128417.41,56047.66,72369.75,Insurance,"Provides affordable and comprehensive home warranty plans for homeowners in Arizona, Idaho, Nevada, Oregon, Texas, Utah and soon nationwide.",80,UT,Riverton,Salt Lake City,2011,42.82,2179184.5,687499.6,1491684.9,9,21.41,0.2665,0.3017,0.4318,451331.965,510945.043,731276.332,0
76,Sanfan,12127884.73,3971036.33,8156848.4,5.2,1956855,749855.45,1206999.55,3.87,401818.28,146431.67,255386.61,Consumer Products & Services,"Buys unused gift cards from consumers for up to 90% of the cards' value, then resells them online for less than face value.",11,MD,Ellicott City,Baltimore,2014,29.18,4828852.67,1622441.15,3206411.52,6,14.59,0.176,0.2294,0.5946,698902.394,910955.734,2361178.202,1
77,D-Is,8374282.55,2857915.66,5516366.89,3.34,1927397,644455.12,1282941.88,3.11,468953.04,152271.93,316681.11,Logistics & Transportation,"Provides valued truckload and LTL brokered freight services with a focus on transparency, technology and customer service.",29,TX,Austin,Austin,2014,16.86,3590210.86,1218214.24,2371996.63,6,8.43,0.2536,0.2181,0.5283,724767.411,623311.405,1509836.843,0
78,Latfan,8396546.01,1851054.22,6545491.79,4.17,1625524,418701.55,1206822.45,4.67,286688.54,66861.92,219826.62,Real Estate,Offers full-service real estate brokerage and property management services.,9,VA,Charlottesville,"Charlottesville, VA",2015,28.29,3436252.85,778872.56,2657380.29,5,14.145,0.2228,0.2815,0.4957,412414.88,521071.763,917567.577,0
79,Ining,11022415.11,1810515.81,9211899.3,4.41,2038359,540791.18,1497567.82,4.75,354497.22,89665.88,264831.34,Business Products & Services,A consulting firm focused exclusively on improving business-to-business sales and marketing effectiveness.,18,GA,Atlanta,Atlanta,2016,30.09,4471757.11,813657.62,3658099.49,4,15.045,0.1444,0.2245,0.6311,261438.483,406460.799,1142616.528,1
80,D-Zoocare,7153439.82,4445885.48,2707554.34,5.57,1089577,639289.53,450287.47,4.16,211158.33,102879.62,108278.71,Financial Services,A global private equity and venture capital data provider that offers a technology platform on a subscription basis to help private market participants make informed business decisions.,98,WA,Seattle,Seattle,2014,32.88,2818058.38,1729351.54,1088706.84,6,16.44,0.1883,0.2194,0.5923,837160.236,975427.274,2633297.97,0
81,O-Dax,12919390.75,3666990,9252400.75,3.44,2908423,753127.84,2155295.16,3.11,707645.5,193921,513724.5,Engineering,"Designs and manufactures state-of-the-art farm management tools and Web services that enable farmers to better manage their activities and resources. Its system integrates data from many sources in order to forecast best seed selections, yield and time and locations to sell grains at optimal value.",50,MO,Archie,"Kansas City, MO-KS",2008,17.26,5511819.75,1538012.95,3973806.8,12,8.63,0.2975,0.2277,0.4748,1090929.525,834973.623,1741086.852,1
82,Solocone,12658909.94,4501132.98,8157776.96,3.43,2857222,822601.71,2034620.29,3.27,669138.64,646408.49,22730.15,Education,"Sells subscriptions of EasyBib to schools and colleges, along with an online learning platform that teaches and assesses research skills called ResearchReady.",33,NY,New York,New York City,2016,17.92,5395090.19,1990047.73,3405042.47,4,8.96,0.2828,0.2933,0.4239,1272920.407,1320182.303,1908030.27,1
83,Zun-Trax,7732190.12,4437654.7,3294535.42,2.55,2177854,1563422.89,614431.11,1.62,831241.98,569809.72,261432.26,Retail,"Sells retail and wholesale golf carts to consumers and dealers throughout the United States. The golf cart"" market has expanded to include racetracks",23,SC,Columbia,"Columbia, SC",2017,8.3,3580428.7,2190295.77,1390132.93,3,4.15,0.1632,0.2236,0.6132,724225.247,992259.591,2721169.862,0
84,Biotain,11642542.58,4781279.65,6861262.93,5.91,1685613,737945.77,947667.23,4.78,291628.55,123926.1,167702.45,Construction,"Builds and remodels maintenance facilities, campus centers, schools, showrooms, and other commercial and public projects.",62,IA,Davenport,"Davenport-Moline-Rock Island, IA-IL",2016,38.92,4539928.04,1881050.51,2658877.54,4,19.46,0.161,0.2779,0.5611,769786.024,1328717.615,2682776.012,0
85,Icezap,9235777.03,3361789.98,5873987.04,3.21,2193796,654445.41,1539350.59,3.31,509001.39,178653.23,330348.16,Engineering,"Offers project management and engineering support services in the design, development and manufacture of technological products. IEDS specializes in serving the aerospace, telecom and military industrial communities.",43,AZ,Scottsdale,Phoenix,2016,17.14,3979524.81,1398296.21,2581228.6,4,8.57,0.213,0.2114,0.5756,716061.266,710682.402,1935046.312,0
86,Newjofix,10339863.42,3415311.67,6924551.75,5.19,1670845,578737.29,1092107.71,5.12,273013.89,86010.38,187003.51,Financial Services,Connects buyers and sellers in 196 countries worldwide by enabling merchants to quickly and securely accept payments online.,90,CA,West Hollywood,Los Angeles,2014,36.87,4094574.1,1360019.78,2734554.32,6,18.435,0.2294,0.3235,0.4471,783472.497,1104853.325,1526985.848,0
87,Opetechno,9898287.81,5885438.85,4012848.97,5.34,1562148,1224817.32,337330.68,3.72,330963.56,290324.5,40639.06,Real Estate,Sells commercial and residential real properties in Florida.,7,FL,Tampa,Tampa,2016,28.91,3930466.46,2466860.22,1463606.24,4,14.455,0.2549,0.343,0.4021,1500198.363,2018705.526,2366534.962,0
88,Zathline,9738857.5,4398322.8,5340534.69,3.35,2239600,1002712.86,1236887.14,2.7,605297.3,453629.61,151667.69,Telecommunications,"Specializes in the design of circuits, high-speed digitizers, and systems for telecommunications applications.",22,TX,Austin,Austin,2014,15.09,4194584.93,1951555.09,2243029.84,6,7.545,0.2543,0.2457,0.5,1118493.488,1080667.912,2199161.4,0
89,Ozer-Dox,9621470.85,4759243.36,4862227.48,3.95,1945051,1473564.84,471486.16,3.08,476728.19,317904.1,158824.09,Health,Operates a network of self-service health kiosks in retail pharmacies where consumers can test their vision and blood pressure as well as receive weight management and health risk assessment services.,35,GA,Duluth,Atlanta,2017,19.18,4014416.68,2183570.77,1830845.91,3,9.59,0.2045,0.232,0.5635,973265.267,1104144.46,2681833.633,0
90,Iscom,8027657.62,5221158.42,2806499.2,3.53,1772083,920479.41,851603.59,4.8,305531.55,129426.91,176104.64,Health,"Uses healthcare data, predictive analytics and experts to improve wellness and quality, decrease costs and missed opportunities and drive ROI and sustainability.",595,CT,West Hartford,"Hartford-West Hartford-East Hartford, CT",2017,25.27,3368424.06,2090354.91,1278069.14,3,12.635,0.17,0.2641,0.5659,887596.931,1378907.939,2954653.55,0
91,Freshtechno,10603211.16,6075481.86,4527729.3,4.16,2054449,950831.17,1103617.83,3.53,453520.75,193507.22,260013.53,Security,"Sells a theft-recovery device, SkyLINK, that uses GPS technology to track stolen vehicles in real-time for quicker recovery.",40,AZ,Phoenix,Phoenix,2015,22.38,4370393.64,2406606.75,1963786.89,5,11.19,0.1646,0.2477,0.5877,1000024.314,1504896.857,3570560.689,0
92,Istone,5424720.25,461975.12,4962745.12,4.77,940274,87597.99,852676.01,2.76,250072.87,21564.55,228508.32,Software,"Provides mobile app strategy, design and development for businesses and organizations. Specializes in app design for major mobile platforms such as Android, iOs and Windows Mobile.",50,VA,Reston,"Washington, DC",2015,20.69,2205022.37,190379.22,2014643.15,5,10.345,0.239,0.317,0.444,110412.054,146446.113,205116.953,0
93,Domtam,10795732.71,821994.15,9973738.56,5.08,1776853,120039.15,1656813.85,4.12,347041.6,22164.69,324876.91,Food & Beverage,"Manufactures healthful, natural dog treats and food supplements.",0,TX,Dallas,Dallas,2016,30.11,4306542.44,321399.33,3985143.11,4,15.055,0.2247,0.2083,0.567,184702.086,171221.381,466070.683,1
94,Ganzgreen,6598854.12,4602001.84,1996852.29,3.56,1448595,1025589.95,423005.05,2.97,364885.39,186787.34,178098.05,Health,A national provider of management consulting and information technology services to the healthcare industry.,224,TN,Franklin,Nashville,2014,17.08,2804111.5,1938126.38,865985.13,6,8.54,0.1838,0.2825,0.5337,845847.938,1300065.52,2456088.382,0
95,Zamhouse,7543695.42,6561021.32,982674.11,3.39,1717421,1221351.24,496069.76,4.64,304507.27,354246.76,-49739.49,Construction,"Offers versatile directional drilling, electrical, or fiber optic project construction services. The first directional drilling contractor in Maine, its extensive growth comes from repeat business from happy customers.",39,ME,Lisbon Falls,"Lewiston-Auburn, ME",2013,23.77,3188541.23,2712206.44,476334.79,7,11.885,0.173,0.2046,0.6224,1135056.688,1342384.962,4083579.67,0
96,Openjocon,11374342.89,4273206.77,7101136.12,3.62,2462478,861464,1601014,2.47,709647.84,202321,507326.84,Construction,"A carpentry firm that specializes in finish carpentry, architectural millwork, retail furniture, and fixtures for hospitality, retail, and high-end residential and commercial markets.",75,IL,Midlothian,Chicago,2017,15.03,4848822.91,1778997.26,3069825.65,3,7.515,0.147,0.2369,0.6161,628161.395,1012322.684,2632722.691,0
97,Trisity,6918289.62,6344371.97,573917.65,1.84,2438295,1726808.85,711486.15,2.52,692697.44,526439.05,166258.39,Health,"Provides a comprehensive line of rapid immunodiagnostic test products for clinical, consumer, and workplace applications.",26,CA,San Diego,San Diego,2016,8.99,3349760.69,2865873.29,483887.4,4,4.495,0.2761,0.2069,0.517,1751681.101,1312650.561,3280040.308,0
98,Planetice,10757723.78,4782077.44,5975646.34,2.61,2979055,1187745.34,1791309.66,0.46,2040448.63,1438567.73,601880.9,Health,"Provides caring, health-oriented dentistry and places a strong emphasis on getting to know each patient, comfortable dentistry, and using only the most advanced materials and procedures available.",42,MD,Silver Spring,"Washington, DC",2016,4.27,5259075.8,2469463.5,2789612.3,4,2.135,0.195,0.2423,0.5627,932505.101,1158697.364,2690874.975,0
99,Canunoice,6978994.67,4814151.66,2164843.01,3.75,1470433,1059672.32,410760.68,1.85,515941.4,301010.88,214930.52,Logistics & Transportation,"A supply chain systems implementation and consulting firm focused on helping companies solve their distribution, fulfillment, and transportation challenges.",20,NJ,Paramus,New York City,2016,12.53,2988456.36,2058278.29,930178.07,4,6.265,0.1567,0.2946,0.5487,754377.565,1418249.079,2641525.016,0
100,Villadox,8651649.3,1097352.73,7554296.57,5.54,1322594,138478.84,1184115.16,5.55,201922.75,23457,178465.75,Construction,"Provides construction services in southern California including reconstruction services, heating & air installation service and janitorial & facilities services.",20,CA,Carlsbad,San Diego,2016,41.85,3392055.35,419762.86,2972292.49,4,20.925,0.194,0.267,0.539,212886.43,292993.179,591473.121,0
101,Alphacane,5903763.39,5873665.81,30097.59,4.95,992341,1112609.13,-120268.13,4.52,179771.92,212534.36,-32762.44,Retail,"A factory-direct reseller offering outdoor equipment such as storage sheds, barns and carports.",3,MO,O'Fallon,"St. Louis, MO-IL",2017,31.84,2358625.44,2399603.1,-40977.66,3,15.92,0.1964,0.2332,0.5704,1153587.965,1369738.867,3350338.978,0
102,Rankcone,6036943.64,8837188.08,-2800244.43,5.07,994709,1393253.14,-398544.14,2.81,261078.48,427509.82,-166431.34,Government Services,"Supports the U.S. Special Operations Command, the departments of Homeland Security and State, and other government organizations with security, training, safety, logistics and consulting services.",36,VA,Virginia Beach,"Virginia Beach-Norfolk-Newport News, VA-NC",2015,22.12,2430910.37,3552650.35,-1121739.97,5,11.06,0.2259,0.318,0.4561,1996320.787,2810225.809,4030641.483,0
103,Iceice,6352466.04,455581.1,5896884.94,3.52,1406250,83440.56,1322809.44,3.53,310430.46,20215.14,290215.32,Government Services,"Provides professional services such as business management consulting, IT lifecycle support and systems engineering services for the federal government.",21,WV,Star City,"Morgantown, WV",2014,19.46,2689715.5,186412.27,2503303.23,6,9.73,0.261,0.264,0.475,118906.667,120273.41,216401.022,0
